date,ingredient_id,quantity_needed,drink_id
2024-01-01,1,189.40318173265436,6.0
2024-01-01,2,58.92543431682579,5.0
2024-01-01,3,42.08959594058985,5.0
2024-01-02,1,191.78790046241105,6.0
2024-01-02,2,59.667346810527874,5.0
2024-01-02,3,42.619533436091345,5.0
2024-01-03,1,181.48021461084645,6.0
2024-01-03,2,56.46051121226334,5.0
2024-01-03,3,40.3289365801881,5.0
2024-01-04,1,183.55723777077105,6.0
2024-01-04,2,57.10669619535099,5.0
2024-01-04,3,40.79049728239357,5.0
2024-01-05,1,186.63416652463022,6.0
2024-01-05,2,58.063962918773846,5.0
2024-01-05,3,41.474259227695605,5.0
2024-01-06,1,178.24947034772768,6.0
2024-01-06,2,55.45539077484861,5.0
2024-01-06,3,39.610993410606156,5.0
2024-01-07,1,186.36949214923465,6.0
2024-01-07,2,57.981619779761886,5.0
2024-01-07,3,41.415442699829924,5.0
2024-01-08,1,189.50258959932304,6.0
2024-01-08,2,58.956361208678274,5.0
2024-01-08,3,42.11168657762734,5.0
2024-01-09,1,191.88730832922704,6.0
2024-01-09,2,59.69827370242619,5.0
2024-01-09,3,42.641624073161566,5.0
2024-01-10,1,181.57962247783473,6.0
2024-01-10,2,56.49143810421525,5.0
2024-01-10,3,40.351027217296604,5.0
2024-01-11,1,183.6566456383239,6.0
2024-01-11,2,57.137623087478545,5.0
2024-01-11,3,40.81258791962753,5.0
2024-01-12,1,186.7335743922579,6.0
2024-01-12,2,58.094889810924684,5.0
2024-01-12,3,41.496349864946204,5.0
2024-01-13,1,178.34887821540465,6.0
2024-01-13,2,55.48631766701478,5.0
2024-01-13,3,39.6330840478677,5.0
2024-01-14,1,186.46890001693453,6.0
2024-01-14,2,58.01254667193518,5.0
2024-01-14,3,41.43753333709656,5.0
2024-01-15,1,189.60199746736524,6.0
2024-01-15,2,58.98728810095807,5.0
2024-01-15,3,42.13377721497005,5.0
2024-01-16,1,191.98671619774223,6.0
2024-01-16,2,59.72920059485314,5.0
2024-01-16,3,42.66371471060938,5.0
2024-01-17,1,181.67903034682888,6.0
2024-01-17,2,56.522364996791204,5.0
2024-01-17,3,40.37311785485086,5.0
2024-01-18,1,183.7560535073963,6.0
2024-01-18,2,57.16854998007885,5.0
2024-01-18,3,40.834678557199176,5.0
2024-01-19,1,186.8329822611052,6.0
2024-01-19,2,58.125816703454944,5.0
2024-01-19,3,41.51844050246782,5.0
2024-01-20,1,178.44828608413493,6.0
2024-01-20,2,55.51724455950864,5.0
2024-01-20,3,39.65517468536332,5.0
2024-01-21,1,186.56830788555106,6.0
2024-01-21,2,58.043473564393665,5.0
2024-01-21,3,41.4596239745669,5.0
2024-01-22,1,189.70140533557387,6.0
2024-01-22,2,59.01821499328964,5.0
2024-01-22,3,42.15586785234974,5.0
2024-01-23,1,192.08612406540178,6.0
2024-01-23,2,59.76012748701388,5.0
2024-01-23,3,42.68580534786706,5.0
2024-01-24,1,181.77843821395015,6.0
2024-01-24,2,56.553291888784486,5.0
2024-01-24,3,40.395208491988924,5.0
2024-01-25,1,183.85546137402017,6.0
2024-01-25,2,57.19947687191738,5.0
2024-01-25,3,40.8567691942267,5.0
2024-01-26,1,186.9323901274854,6.0
2024-01-26,2,58.15674359521768,5.0
2024-01-26,3,41.5405311394412,5.0
2024-01-27,1,178.54769395028188,6.0
2024-01-27,2,55.548171451198805,5.0
2024-01-27,3,39.67726532228486,5.0
2024-01-28,1,186.66771575168667,6.0
2024-01-28,2,58.0744004560803,5.0
2024-01-28,3,41.48171461148593,5.0
2024-01-29,1,189.8008132019457,6.0
2024-01-29,2,59.049141885049764,5.0
2024-01-29,3,42.177958489321256,5.0
2024-01-30,1,192.1855319318969,6.0
2024-01-30,2,59.79105437881236,5.0
2024-01-30,3,42.70789598486597,5.0
2024-01-31,1,181.87784608054568,6.0
2024-01-31,2,56.58421878061421,5.0
2024-01-31,3,40.417299129010146,5.0
2024-02-01,1,183.9548692406095,6.0
2024-02-01,2,57.23040376374517,5.0
2024-02-01,3,40.87885983124656,5.0
2024-02-02,1,187.03179799450513,6.0
2024-02-02,2,58.187670487179375,5.0
2024-02-02,3,41.562621776556696,5.0
2024-02-03,1,178.64710181767555,6.0
2024-02-03,2,55.57909834327684,5.0
2024-02-03,3,39.699355959483455,5.0
2024-02-04,1,186.76712361920934,6.0
2024-02-04,2,58.10532734819846,5.0
2024-02-04,3,41.503805248713185,5.0
2024-02-05,1,189.90022106969798,6.0
2024-02-05,2,59.08006877723936,5.0
2024-02-05,3,42.20004912659955,5.0
2024-02-06,1,192.28493979999607,6.0
2024-02-06,2,59.821981271109884,5.0
2024-02-06,3,42.72998662222135,5.0
2024-02-07,1,181.97725394901045,6.0
2024-02-07,2,56.61514567302547,5.0
2024-02-07,3,40.439389766446766,5.0
2024-02-08,1,184.05427710969872,6.0
2024-02-08,2,57.26133065635071,5.0
2024-02-08,3,40.90095046882193,5.0
2024-02-09,1,187.13120586388195,6.0
2024-02-09,2,58.21859737987438,5.0
2024-02-09,3,41.58471241419599,5.0
2024-02-10,1,178.74650968733778,6.0
2024-02-10,2,55.610025236060636,5.0
2024-02-10,3,39.72144659718617,5.0
2024-02-11,1,186.86653148887254,6.0
2024-02-11,2,58.136254240982566,5.0
2024-02-11,3,41.52589588641612,5.0
2024-02-12,1,189.99962893932644,6.0
2024-02-12,2,59.11099567001266,5.0
2024-02-12,3,42.22213976429476,5.0
2024-02-13,1,192.38434766956433,6.0
2024-02-13,2,59.852908163864456,5.0
2024-02-13,3,42.75207725990319,5.0
2024-02-14,1,182.07666181793974,6.0
2024-02-14,2,56.64607256558125,5.0
2024-02-14,3,40.46148040398661,5.0
2024-02-15,1,184.15368497776026,6.0
2024-02-15,2,57.29225754863653,5.0
2024-02-15,3,40.923041106168945,5.0
2024-02-16,1,187.23061373080907,6.0
2024-02-16,2,58.24952427180726,5.0
2024-02-16,3,41.606803051290896,5.0
2024-02-17,1,178.8459175531554,6.0
2024-02-17,2,55.64095212764835,5.0
2024-02-17,3,39.743537234034534,5.0
2024-02-18,1,186.96593935387378,6.0
2024-02-18,2,58.16718113231629,5.0
2024-02-18,3,41.54798652308306,5.0
2024-02-19,1,190.09903680362967,6.0
2024-02-19,2,59.14192256112922,5.0
2024-02-19,3,42.244230400806586,5.0
2024-02-20,1,192.48375553320304,6.0
2024-02-20,2,59.88383505477428,5.0
2024-02-20,3,42.77416789626734,5.0
2024-02-21,1,182.17606968143915,6.0
2024-02-21,2,56.67699945644773,5.0
2024-02-21,3,40.48357104031981,5.0
2024-02-22,1,184.2530928408081,6.0
2024-02-22,2,57.32318443936252,5.0
2024-02-22,3,40.9451317424018,5.0
2024-02-23,1,187.33002159360638,6.0
2024-02-23,2,58.280451162455314,5.0
2024-02-23,3,41.62889368746808,5.0
2024-02-24,1,178.9453254156776,6.0
2024-02-24,2,55.6718790182108,5.0
